"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_02_change_language_button_in_home_page[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestHomePage","test_homepage","",""
"","0","test_13_registration_numbers_in_name[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_14_change_language_button_in_registration[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_22_reset_password_options[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_25_amount_of_items_cart_visibility[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
"","0","test_18_error_alert_incorrect_email_and_password[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_06_enter_invalid_characters[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_05_search_item_in_toolbar[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_28_adding_a_product_to_the_shopping_cart[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
"","0","test_31_moving_a_product_from_favorites_to_cart[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestFavourites","test_favourites","",""
"","0","test_12_registration_with_2_character_password[chromium]","tests","Wed Jul 30 10:15:59 GMT 2025","broken","Wed Jul 30 10:15:59 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_04_clicking_on_the_main_logo_to_connect_the_home_page[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestHomePage","test_homepage","",""
"","0","test_30_remove_favorite_items[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestFavourites","test_favourites","",""
"","0","test_20_show_button[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_21_forgetYourPassword_button[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_01_open_home_page[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestHomePage","test_homepage","",""
"","0","test_08_enter_connected_characters[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_24_purchase_purchase_an_item_cart[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
"","0","test_10_registration_new_user[chromium]","tests","Wed Jul 30 10:15:59 GMT 2025","broken","Wed Jul 30 10:15:59 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_32_number_of_products_in_favorites[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestFavourites","test_favourites","",""
"","0","test_07_hover_on_toolbar[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_09_search_without_entering_text[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestSearchToolbar","test_search_toolbar","",""
"","0","test_03_saving_data_after_exit[chromium]","tests","Wed Jul 30 10:16:01 GMT 2025","broken","Wed Jul 30 10:16:01 GMT 2025","TestHomePage","test_homepage","",""
"","0","test_29_add_favorite_items[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestFavourites","test_favourites","",""
"","0","test_11_registration_with_invalid_email[chromium]","tests","Wed Jul 30 10:15:59 GMT 2025","broken","Wed Jul 30 10:15:59 GMT 2025","TestLoginAsNewUser","test_as_new_user","",""
"","0","test_19_change_language_button_in_login[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_17_error_alert_incorrect_email[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_27_saved_items_after_exit[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
"","0","test_16_error_alert_incorrect_password[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_15_login_to_user[chromium]","tests","Wed Jul 30 10:16:02 GMT 2025","broken","Wed Jul 30 10:16:02 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_23_remember_email[chromium]","tests","Wed Jul 30 10:16:03 GMT 2025","broken","Wed Jul 30 10:16:03 GMT 2025","TestExistingUser","test_login_as_existing_user","",""
"","0","test_26_remove_items_in_cart[chromium]","tests","Wed Jul 30 10:16:00 GMT 2025","broken","Wed Jul 30 10:16:00 GMT 2025","TestCart","test_cart","",""
